Date,Sector,AUC as on Date
30-Nov-21,,"AUC as on November 30, 2021"
30-Nov-21,Healthcare Services,74094
30-Nov-21,Automobiles & Auto Components,193073
30-Nov-21,Total Financial Services,1464427
30-Nov-21,Banks,818524
30-Nov-21,Other Financial Services1,645902
30-Nov-21,,
30-Nov-21,Chemicals & Petrochemicals,77316
30-Nov-21,Coal,6608
30-Nov-21,Commercial Services & Supplies,38388
30-Nov-21,Capital Goods,143802
30-Nov-21,Consumer Durables,138556
30-Nov-21,Hardware Technology & Equipment,76
30-Nov-21,Construction Materials,93099
30-Nov-21,Forest Materials,2059
30-Nov-21,General Industrials,38823
30-Nov-21,Food & Drugs Retailing,3
30-Nov-21,Diversified Consumer Services,6997
30-Nov-21,Diversified2,12688
30-Nov-21,"Food, Beverages & Tobacco",124262
30-Nov-21,,
15-Dec-21,Healthcare Services,69480
15-Dec-21,Healthcare Equipment & Supplies,1766
15-Dec-21,Hardware Technology & Equipment,78
15-Dec-21,General Industrials,41306
15-Dec-21,Total Financial Services,1478997
15-Dec-21,Automobiles & Auto Components,197986
15-Dec-21,,
15-Dec-21,,
15-Dec-21,Coal,6027
15-Dec-21,"Food, Beverages & Tobacco",123888
15-Dec-21,Food & Drugs Retailing,4
15-Dec-21,Diversified Consumer Services,6806
15-Dec-21,Diversified2,13427
15-Dec-21,Consumer Durables,140852
15-Dec-21,Construction Materials,93539
15-Dec-21,Commercial Services & Supplies,39022
15-Dec-21,,"AUC as on December 15, 2021"
15-Dec-21,"Hotels, Restaurants & Tourism",36161
15-Dec-21,Forest Materials,2211
15-Dec-21,Household & Personal Products,156191
15-Dec-21,Chemicals & Petrochemicals,82979
15-Dec-21,Media,26270
15-Dec-21,Other Financial Services1,647693
15-Dec-21,Capital Goods,153151
15-Dec-21,Grand Total,4861746
15-Dec-21,Others4,18597
15-Dec-21,Sovereign,0
15-Dec-21,Utilities3,177635
15-Dec-21,Airport Services,7005
15-Dec-21,Transport Related Services,9867
15-Dec-21,Surface Transportation,158
15-Dec-21,Shipping,1291
15-Dec-21,Roads & Highways,2479
15-Dec-21,Marine Port & Services,23877
15-Dec-21,Logistics,3549
15-Dec-21,Airlines,14017
15-Dec-21,Transportation,62244
15-Dec-21,"Textiles, Apparels & Accessories",71457
15-Dec-21,Telecommunications Equipment,965
15-Dec-21,Telecom Services,115156
15-Dec-21,Software & Services,694336
15-Dec-21,Retailing,104198
15-Dec-21,Realty,67954
15-Dec-21,Real Estate Investment,0
15-Dec-21,Pharmaceuticals & Biotechnology,161627
15-Dec-21,Oil & Gas,500029
15-Dec-21,Metals & Mining,100435
15-Dec-21,Insurance,116973
15-Dec-21,Banks,831304
31-Dec-21,Sovereign,0
31-Dec-21,Other Financial Services1,624013
31-Dec-21,Capital Goods,154426
31-Dec-21,Chemicals & Petrochemicals,84518
31-Dec-21,Coal,5982
31-Dec-21,Commercial Services & Supplies,39186
31-Dec-21,Construction Materials,93617
31-Dec-21,Airlines,14486
31-Dec-21,Transportation,62951
31-Dec-21,"Textiles, Apparels & Accessories",75455
31-Dec-21,Telecommunications Equipment,858
31-Dec-21,Telecom Services,113580
31-Dec-21,Software & Services,749409
31-Dec-21,Retailing,102294
31-Dec-21,Realty,65520
31-Dec-21,Real Estate Investment,0
31-Dec-21,Pharmaceuticals & Biotechnology,170634
31-Dec-21,Oil & Gas,490912
31-Dec-21,Metals & Mining,99776
31-Dec-21,Media,23230
31-Dec-21,Insurance,115860
31-Dec-21,Household & Personal Products,158568
31-Dec-21,"Hotels, Restaurants & Tourism",34778
31-Dec-21,Healthcare Services,70329
31-Dec-21,Healthcare Equipment & Supplies,1888
31-Dec-21,Hardware Technology & Equipment,85
31-Dec-21,General Industrials,40467
31-Dec-21,Forest Materials,2207
31-Dec-21,"Food, Beverages & Tobacco",123647
31-Dec-21,Food & Drugs Retailing,425
31-Dec-21,Diversified Consumer Services,7044
31-Dec-21,Banks,802378
31-Dec-21,Diversified2,14961
31-Dec-21,Total Financial Services,1426391
31-Dec-21,,
31-Dec-21,Grand Total,4856530
31-Dec-21,Others4,16779
31-Dec-21,Automobiles & Auto Components,197424
31-Dec-21,Utilities3,168515
31-Dec-21,Airport Services,7791
31-Dec-21,Transport Related Services,9396
31-Dec-21,Surface Transportation,135
31-Dec-21,Shipping,1295
31-Dec-21,Roads & Highways,2317
31-Dec-21,Consumer Durables,144813
31-Dec-21,Logistics,3671
31-Dec-21,,"AUC as on December 31, 2021"
31-Dec-21,,
31-Dec-21,Marine Port & Services,23858
15-Jan-22,,5091400
15-Jan-22,,16383
15-Jan-22,,0
15-Jan-22,,191229
15-Jan-22,,7484
15-Jan-22,,10529
15-Jan-22,,152
15-Jan-22,,1323
15-Jan-22,,25684
15-Jan-22,,3642
15-Jan-22,,15516
15-Jan-22,,66751
15-Jan-22,,"AUC as on January 15, 2022"
15-Jan-22,,98778
15-Jan-22,,761570
15-Jan-22,,120735
15-Jan-22,,971
15-Jan-22,,2422
15-Jan-22,,80292
15-Jan-22,,
15-Jan-22,,0
15-Jan-22,,68980
15-Jan-22,,
15-Jan-22,,207451
15-Jan-22,,1525995
15-Jan-22,,659324
15-Jan-22,,165010
15-Jan-22,,90563
15-Jan-22,,6841
15-Jan-22,,42862
15-Jan-22,,97995
15-Jan-22,,145186
15-Jan-22,,16294
15-Jan-22,,7178
15-Jan-22,,866670
15-Jan-22,,106754
15-Jan-22,,525389
15-Jan-22,,167947
15-Jan-22,,23512
15-Jan-22,,120801
15-Jan-22,,38033
15-Jan-22,,156494
15-Jan-22,,1886
15-Jan-22,,105
15-Jan-22,,41919
15-Jan-22,,2385
15-Jan-22,,126831
15-Jan-22,,67820
15-Jan-22,,460
31-Jan-22,Retailing,83304
31-Jan-22,Telecommunications Equipment,822
31-Jan-22,Telecom Services,117878
31-Jan-22,Software & Services,674361
31-Jan-22,Airport Services,6966
31-Jan-22,Real Estate Investment,0
31-Jan-22,Pharmaceuticals & Biotechnology,156935
31-Jan-22,Oil & Gas,499576
31-Jan-22,Metals & Mining,101487
31-Jan-22,Realty,64304
31-Jan-22,"Textiles, Apparels & Accessories",74072
31-Jan-22,Shipping,1306
31-Jan-22,Airlines,13143
31-Jan-22,Logistics,3327
31-Jan-22,Marine Port & Services,23617
31-Jan-22,Roads & Highways,2301
31-Jan-22,Grand Total,4790976
31-Jan-22,Others4,17636
31-Jan-22,Sovereign,0
31-Jan-22,Utilities3,196674
31-Jan-22,Media,21637
31-Jan-22,Transportation,60550
31-Jan-22,Insurance,113983
31-Jan-22,Coal,6912
31-Jan-22,"Hotels, Restaurants & Tourism",34225
31-Jan-22,Surface Transportation,138
31-Jan-22,,"AUC as on January 31, 2022"
31-Jan-22,,
31-Jan-22,,
31-Jan-22,Automobiles & Auto Components,209195
31-Jan-22,Total Financial Services,1456978
31-Jan-22,Banks,849179
31-Jan-22,Other Financial Services1,607799
31-Jan-22,Capital Goods,157971
31-Jan-22,Chemicals & Petrochemicals,83920
31-Jan-22,Household & Personal Products,149290
31-Jan-22,Commercial Services & Supplies,39956
31-Jan-22,Consumer Durables,132957
31-Jan-22,Diversified2,14881
31-Jan-22,Diversified Consumer Services,6985
31-Jan-22,Food & Drugs Retailing,433
31-Jan-22,"Food, Beverages & Tobacco",121968
31-Jan-22,Forest Materials,2237
31-Jan-22,General Industrials,38862
31-Jan-22,Hardware Technology & Equipment,96
31-Jan-22,Healthcare Equipment & Supplies,1805
31-Jan-22,Healthcare Services,58816
31-Jan-22,Construction Materials,90271
31-Jan-22,Transport Related Services,9752
15-Feb-22,Others4,16925
15-Feb-22,,"AUC as on February 15, 2022"
15-Feb-22,Oil & Gas,496673
15-Feb-22,Pharmaceuticals & Biotechnology,159340
15-Feb-22,Real Estate Investment,0
15-Feb-22,Sovereign,0
15-Feb-22,Utilities3,190683
15-Feb-22,Airport Services,6715
15-Feb-22,Transport Related Services,8923
15-Feb-22,Surface Transportation,127
15-Feb-22,Shipping,1281
15-Feb-22,Marine Port & Services,23724
15-Feb-22,Logistics,2448
15-Feb-22,Airlines,15455
15-Feb-22,Transportation,60911
15-Feb-22,Grand Total,4728861
15-Feb-22,,
15-Feb-22,Realty,59887
15-Feb-22,Retailing,81293
15-Feb-22,Software & Services,669891
15-Feb-22,Telecom Services,115172
15-Feb-22,Telecommunications Equipment,813
15-Feb-22,"Textiles, Apparels & Accessories",75200
15-Feb-22,Metals & Mining,111365
15-Feb-22,Media,20238
15-Feb-22,Roads & Highways,2238
15-Feb-22,Household & Personal Products,148630
15-Feb-22,,
15-Feb-22,Automobiles & Auto Components,206795
15-Feb-22,Total Financial Services,1433303
15-Feb-22,Banks,855653
15-Feb-22,Other Financial Services1,577650
15-Feb-22,Capital Goods,152536
15-Feb-22,Insurance,103454
15-Feb-22,Coal,7180
15-Feb-22,Commercial Services & Supplies,40629
15-Feb-22,Construction Materials,89911
15-Feb-22,Consumer Durables,132628
15-Feb-22,Chemicals & Petrochemicals,81710
15-Feb-22,"Food, Beverages & Tobacco",120466
15-Feb-22,Diversified Consumer Services,6343
15-Feb-22,Food & Drugs Retailing,392
15-Feb-22,"Hotels, Restaurants & Tourism",31785
15-Feb-22,Healthcare Services,58672
15-Feb-22,Healthcare Equipment & Supplies,1563
15-Feb-22,Hardware Technology & Equipment,87
15-Feb-22,Diversified2,15543
15-Feb-22,Forest Materials,2195
15-Feb-22,General Industrials,36649
28-Feb-22,Healthcare Services,58171
28-Feb-22,Healthcare Equipment & Supplies,1584
28-Feb-22,Airlines,13095
28-Feb-22,General Industrials,35218
28-Feb-22,Forest Materials,2193
28-Feb-22,"Textiles, Apparels & Accessories",74662
28-Feb-22,Transportation,56854
28-Feb-22,"Hotels, Restaurants & Tourism",29971
28-Feb-22,Hardware Technology & Equipment,78
28-Feb-22,Household & Personal Products,142949
28-Feb-22,Real Estate Investment,0
28-Feb-22,Media,17467
28-Feb-22,Metals & Mining,115121
28-Feb-22,Oil & Gas,479755
28-Feb-22,Pharmaceuticals & Biotechnology,153432
28-Feb-22,Realty,57520
28-Feb-22,Telecommunications Equipment,738
28-Feb-22,Telecom Services,108790
28-Feb-22,Software & Services,641185
28-Feb-22,Retailing,80639
28-Feb-22,Logistics,2254
28-Feb-22,Insurance,96240
28-Feb-22,Marine Port & Services,23079
28-Feb-22,Others4,15938
28-Feb-22,Food & Drugs Retailing,385
28-Feb-22,,"AUC as on February 28, 2022"
28-Feb-22,,
28-Feb-22,,
28-Feb-22,Automobiles & Auto Components,192841
28-Feb-22,Total Financial Services,1378160
28-Feb-22,"Food, Beverages & Tobacco",118455
28-Feb-22,Other Financial Services1,564243
28-Feb-22,Capital Goods,145593
28-Feb-22,Grand Total,4554857
28-Feb-22,Sovereign,0
28-Feb-22,Utilities3,195759
28-Feb-22,Banks,813917
28-Feb-22,Transport Related Services,8825
28-Feb-22,Diversified Consumer Services,6360
28-Feb-22,Airport Services,6189
28-Feb-22,Consumer Durables,130664
28-Feb-22,Construction Materials,81145
28-Feb-22,Commercial Services & Supplies,37773
28-Feb-22,Diversified2,14900
28-Feb-22,Chemicals & Petrochemicals,76958
28-Feb-22,Roads & Highways,1988
28-Feb-22,Shipping,1299
28-Feb-22,Surface Transportation,125
28-Feb-22,Coal,7358
15-Mar-22,Construction Materials,72561
15-Mar-22,Commercial Services & Supplies,38473
15-Mar-22,Coal,7439
15-Mar-22,Chemicals & Petrochemicals,80961
15-Mar-22,Capital Goods,137306
15-Mar-22,Other Financial Services1,533894
15-Mar-22,Total Financial Services,1302984
15-Mar-22,Automobiles & Auto Components,174340
15-Mar-22,,
15-Mar-22,Consumer Durables,120789
15-Mar-22,,
15-Mar-22,,"AUC as on March 15, 2022"
15-Mar-22,Banks,769090
15-Mar-22,Diversified2,14814
15-Mar-22,Oil & Gas,478572
15-Mar-22,Food & Drugs Retailing,345
15-Mar-22,"Textiles, Apparels & Accessories",75109
15-Mar-22,Transportation,55841
15-Mar-22,Airlines,12398
15-Mar-22,Marine Port & Services,22984
15-Mar-22,Roads & Highways,1904
15-Mar-22,Shipping,1396
15-Mar-22,Telecommunications Equipment,739
15-Mar-22,Surface Transportation,117
15-Mar-22,Airport Services,6204
15-Mar-22,Utilities3,195707
15-Mar-22,Sovereign,0
15-Mar-22,Others4,16725
15-Mar-22,Grand Total,4454274
15-Mar-22,Diversified Consumer Services,6113
15-Mar-22,Transport Related Services,8586
15-Mar-22,Telecom Services,109836
15-Mar-22,Logistics,2252
15-Mar-22,Retailing,79877
15-Mar-22,"Food, Beverages & Tobacco",122056
15-Mar-22,Forest Materials,2447
15-Mar-22,Software & Services,665220
15-Mar-22,Hardware Technology & Equipment,78
15-Mar-22,Healthcare Equipment & Supplies,1632
15-Mar-22,Healthcare Services,58649
15-Mar-22,"Hotels, Restaurants & Tourism",26933
15-Mar-22,Household & Personal Products,134732
15-Mar-22,Insurance,91225
15-Mar-22,Media,18613
15-Mar-22,General Industrials,34461
15-Mar-22,Pharmaceuticals & Biotechnology,157963
15-Mar-22,Real Estate Investment,0
15-Mar-22,Realty,55259
15-Mar-22,Metals & Mining,116478
31-Mar-22,Total Financial Services,1366611
31-Mar-22,Automobiles & Auto Components,183254
31-Mar-22,,
31-Mar-22,,
31-Mar-22,,"AUC as on March 31, 2022"
31-Mar-22,Airlines,13772
31-Mar-22,Transportation,60647
31-Mar-22,"Textiles, Apparels & Accessories",75713
31-Mar-22,Telecommunications Equipment,779
31-Mar-22,Telecom Services,118186
31-Mar-22,Software & Services,689838
31-Mar-22,Realty,60751
31-Mar-22,Real Estate Investment,0
31-Mar-22,"Hotels, Restaurants & Tourism",29349
31-Mar-22,Pharmaceuticals & Biotechnology,161649
31-Mar-22,Oil & Gas,533125
31-Mar-22,Household & Personal Products,132967
31-Mar-22,Insurance,96512
31-Mar-22,Media,20775
31-Mar-22,Metals & Mining,126792
31-Mar-22,Healthcare Services,57513
31-Mar-22,Retailing,80601
31-Mar-22,Banks,797471
31-Mar-22,Sovereign,0
31-Mar-22,Capital Goods,142313
31-Mar-22,Healthcare Equipment & Supplies,1884
31-Mar-22,Diversified Consumer Services,6760
31-Mar-22,Food & Drugs Retailing,365
31-Mar-22,"Food, Beverages & Tobacco",127877
31-Mar-22,Forest Materials,2836
31-Mar-22,General Industrials,36122
31-Mar-22,Grand Total,4690514
31-Mar-22,Others4,12693
31-Mar-22,Utilities3,208308
31-Mar-22,Airport Services,6164
31-Mar-22,Other Financial Services1,569140
31-Mar-22,Transport Related Services,9787
31-Mar-22,Shipping,1413
31-Mar-22,Roads & Highways,2067
31-Mar-22,Marine Port & Services,24158
31-Mar-22,Logistics,3161
31-Mar-22,Diversified2,16559
31-Mar-22,Consumer Durables,124693
31-Mar-22,Construction Materials,76120
31-Mar-22,Commercial Services & Supplies,44103
31-Mar-22,Coal,8004
31-Mar-22,Chemicals & Petrochemicals,86729
31-Mar-22,Surface Transportation,124
31-Mar-22,Hardware Technology & Equipment,87
15-Apr-22,Other Financial Services1,576473
15-Apr-22,Logistics,3297
15-Apr-22,Retailing,83506
15-Apr-22,Software & Services,655965
15-Apr-22,Telecommunications Equipment,789
15-Apr-22,"Textiles, Apparels & Accessories",75910
15-Apr-22,Transportation,63203
15-Apr-22,Airlines,12961
15-Apr-22,Marine Port & Services,26794
15-Apr-22,Roads & Highways,2084
15-Apr-22,Shipping,1510
15-Apr-22,Surface Transportation,142
15-Apr-22,Transport Related Services,9915
15-Apr-22,Airport Services,6500
15-Apr-22,Utilities3,250902
15-Apr-22,Sovereign,0
15-Apr-22,Total Financial Services,1397008
15-Apr-22,Automobiles & Auto Components,187788
15-Apr-22,,
15-Apr-22,,
15-Apr-22,,"AUC as on April 15, 2022"
15-Apr-22,Others4,12385
15-Apr-22,Grand Total,4789140
15-Apr-22,Realty,60843
15-Apr-22,Real Estate Investment,0
15-Apr-22,Telecom Services,117487
15-Apr-22,Oil & Gas,532586
15-Apr-22,Capital Goods,146080
15-Apr-22,Chemicals & Petrochemicals,88596
15-Apr-22,Coal,7953
15-Apr-22,Commercial Services & Supplies,48340
15-Apr-22,Construction Materials,81101
15-Apr-22,Consumer Durables,128255
15-Apr-22,Diversified2,16370
15-Apr-22,Diversified Consumer Services,6647
15-Apr-22,Pharmaceuticals & Biotechnology,165675
15-Apr-22,"Food, Beverages & Tobacco",136360
15-Apr-22,Forest Materials,2865
15-Apr-22,Food & Drugs Retailing,353
15-Apr-22,Hardware Technology & Equipment,90
15-Apr-22,Metals & Mining,129292
15-Apr-22,General Industrials,38225
15-Apr-22,Insurance,101052
15-Apr-22,Banks,820536
15-Apr-22,Media,19667
15-Apr-22,"Hotels, Restaurants & Tourism",30196
15-Apr-22,Healthcare Services,62024
15-Apr-22,Healthcare Equipment & Supplies,1858
15-Apr-22,Household & Personal Products,139767
30-Apr-22,Sovereign,0
30-Apr-22,"Oil, Gas & Consumable Fuels",588240
30-Apr-22,Utilities,413
30-Apr-22,Textiles,21635
30-Apr-22,Telecommunication,115643
30-Apr-22,Services,74645
30-Apr-22,Realty,57853
30-Apr-22,Power,237667
30-Apr-22,Construction,57832
30-Apr-22,Metals & Mining,162166
30-Apr-22,Information Technology,591906
30-Apr-22,Healthcare,226067
30-Apr-22,Construction Materials,79797
30-Apr-22,Consumer Durables,182883
30-Apr-22,Consumer Services,110503
30-Apr-22,Diversified,1608
30-Apr-22,Fast Moving Consumer Goods,277854
30-Apr-22,Others,11227
30-Apr-22,"Media, Entertainment & Publication",22075
30-Apr-22,Grand Total,4666454
30-Apr-22,,
30-Apr-22,Forest Materials,1229
30-Apr-22,,"AUC as on April 30, 2022"
30-Apr-22,,
30-Apr-22,Financial Services,1423537
30-Apr-22,Automobile and Auto Components,221576
30-Apr-22,Capital Goods,97186
30-Apr-22,Chemicals,102913
15-May-22,Realty,49873
15-May-22,Services,64993
15-May-22,Telecommunication,105874
15-May-22,Textiles,19201
15-May-22,Others,10152
15-May-22,Sovereign,0
15-May-22,Power,204696
15-May-22,Grand Total,4231472
15-May-22,Utilities,346
15-May-22,Healthcare,204237
15-May-22,Forest Materials,1060
15-May-22,"Media, Entertainment & Publication",20283
15-May-22,Financial Services,1305823
15-May-22,Fast Moving Consumer Goods,267224
15-May-22,Diversified,1399
15-May-22,Consumer Services,90377
15-May-22,Consumer Durables,163339
15-May-22,Construction Materials,71862
15-May-22,Metals & Mining,134477
15-May-22,Construction,51600
15-May-22,Capital Goods,87430
15-May-22,Automobile and Auto Components,206363
15-May-22,,
15-May-22,,
15-May-22,,"AUC as on May 15, 2022"
15-May-22,Information Technology,555811
15-May-22,Chemicals,92336
15-May-22,"Oil, Gas & Consumable Fuels",522715
31-May-22,Forest Materials,1191
31-May-22,Capital Goods,94510
31-May-22,Construction Materials,70495
31-May-22,Consumer Durables,160593
31-May-22,Consumer Services,102462
31-May-22,Diversified,1469
31-May-22,Fast Moving Consumer Goods,278116
31-May-22,Financial Services,1394240
31-May-22,,"AUC as on May 31, 2022"
31-May-22,,
31-May-22,Automobile and Auto Components,228813
31-May-22,,
31-May-22,Grand Total,4411991
31-May-22,Construction,54644
31-May-22,Others,10425
31-May-22,Utilities,372
31-May-22,Textiles,20479
31-May-22,Telecommunication,108740
31-May-22,Services,72431
31-May-22,Realty,52991
31-May-22,Power,199855
31-May-22,"Oil, Gas & Consumable Fuels",555923
31-May-22,Metals & Mining,134022
31-May-22,"Media, Entertainment & Publication",21250
31-May-22,Information Technology,545067
31-May-22,Healthcare,206172
31-May-22,Sovereign,0
31-May-22,Chemicals,97732
15-Jun-22,,
15-Jun-22,Forest Materials,1181
15-Jun-22,Financial Services,1285636
15-Jun-22,Diversified,1481
15-Jun-22,Healthcare,198030
15-Jun-22,Fast Moving Consumer Goods,258961
15-Jun-22,"Oil, Gas & Consumable Fuels",545683
15-Jun-22,"Media, Entertainment & Publication",19451
15-Jun-22,Metals & Mining,123414
15-Jun-22,Consumer Services,94901
15-Jun-22,Power,187532
15-Jun-22,Realty,50316
15-Jun-22,Services,69091
15-Jun-22,Telecommunication,103657
15-Jun-22,Textiles,18647
15-Jun-22,Sovereign,0
15-Jun-22,Others,15736
15-Jun-22,Grand Total,4150609
15-Jun-22,Information Technology,509373
15-Jun-22,Consumer Durables,147510
15-Jun-22,Utilities,333
15-Jun-22,Construction,51817
15-Jun-22,Chemicals,91631
15-Jun-22,Capital Goods,92798
15-Jun-22,Automobile and Auto Components,220158
15-Jun-22,,
15-Jun-22,Construction Materials,63271
15-Jun-22,,"AUC as on June 15, 2022"
30-Jun-22,Power,195851
30-Jun-22,"Oil, Gas & Consumable Fuels",538924
30-Jun-22,Metals & Mining,114936
30-Jun-22,"Media, Entertainment & Publication",18994
30-Jun-22,Information Technology,510308
30-Jun-22,Financial Services,1284931
30-Jun-22,Forest Materials,1195
30-Jun-22,Realty,49682
30-Jun-22,Fast Moving Consumer Goods,265865
30-Jun-22,Diversified,1546
30-Jun-22,Consumer Services,90969
30-Jun-22,Healthcare,195204
30-Jun-22,Services,65848
30-Jun-22,Utilities,336
30-Jun-22,Textiles,17992
30-Jun-22,Sovereign,0
30-Jun-22,Others,9470
30-Jun-22,Grand Total,4132029
30-Jun-22,Construction,50669
30-Jun-22,Chemicals,87412
30-Jun-22,Capital Goods,92721
30-Jun-22,Automobile and Auto Components,229758
30-Jun-22,,
30-Jun-22,,
30-Jun-22,,"AUC as on June 30, 2022"
30-Jun-22,Construction Materials,63013
30-Jun-22,Telecommunication,102684
30-Jun-22,Consumer Durables,143724
15-Jul-22,Consumer Services,97688
15-Jul-22,,"AUC as on July 15, 2022"
15-Jul-22,Grand Total,4246649
15-Jul-22,Others,10412
15-Jul-22,Sovereign,0
15-Jul-22,Utilities,347
15-Jul-22,Textiles,19126
15-Jul-22,Services,71151
15-Jul-22,Realty,54132
15-Jul-22,Power,212955
15-Jul-22,"Oil, Gas & Consumable Fuels",512787
15-Jul-22,Metals & Mining,119349
15-Jul-22,"Media, Entertainment & Publication",20012
15-Jul-22,Information Technology,483542
15-Jul-22,Telecommunication,100453
15-Jul-22,Forest Materials,1214
15-Jul-22,Healthcare,202246
15-Jul-22,,
15-Jul-22,Automobile and Auto Components,242393
15-Jul-22,Capital Goods,96913
15-Jul-22,Chemicals,92251
15-Jul-22,Construction,54893
15-Jul-22,,
15-Jul-22,Construction Materials,65525
15-Jul-22,Consumer Durables,156558
15-Jul-22,Diversified,1582
15-Jul-22,Fast Moving Consumer Goods,295155
15-Jul-22,Financial Services,1335966
31-Jul-22,Financial Services,1442606
31-Jul-22,Fast Moving Consumer Goods,303776
31-Jul-22,Diversified,1609
31-Jul-22,Consumer Services,103088
31-Jul-22,Consumer Durables,167725
31-Jul-22,Construction Materials,71951
31-Jul-22,Chemicals,99210
31-Jul-22,Forest Materials,1330
31-Jul-22,Capital Goods,104987
31-Jul-22,Automobile and Auto Components,246894
31-Jul-22,,
31-Jul-22,,"AUC as on July 31, 2022"
31-Jul-22,Construction,59317
31-Jul-22,,
31-Jul-22,Healthcare,208520
31-Jul-22,"Media, Entertainment & Publication",22028
31-Jul-22,Grand Total,4522458
31-Jul-22,Others,9674
31-Jul-22,Sovereign,0
31-Jul-22,Information Technology,523255
31-Jul-22,Textiles,20812
31-Jul-22,Utilities,362
31-Jul-22,Services,74405
31-Jul-22,Realty,57943
31-Jul-22,Power,223753
31-Jul-22,"Oil, Gas & Consumable Fuels",537275
31-Jul-22,Metals & Mining,134069
31-Jul-22,Telecommunication,107869
15-Aug-22,"Oil, Gas & Consumable Fuels",563771
15-Aug-22,Power,240660
15-Aug-22,Realty,56602
15-Aug-22,Services,76271
15-Aug-22,Grand Total,4701902
15-Aug-22,Textiles,21007
15-Aug-22,Utilities,375
15-Aug-22,Sovereign,0
15-Aug-22,Others,9782
15-Aug-22,Metals & Mining,145083
15-Aug-22,Telecommunication,110564
15-Aug-22,"Media, Entertainment & Publication",22007
15-Aug-22,Consumer Services,112456
15-Aug-22,Healthcare,210790
15-Aug-22,Forest Materials,1534
15-Aug-22,Financial Services,1499934
15-Aug-22,Fast Moving Consumer Goods,306271
15-Aug-22,Diversified,1608
15-Aug-22,Consumer Durables,174196
15-Aug-22,Construction,61511
15-Aug-22,Chemicals,105521
15-Aug-22,Capital Goods,112090
15-Aug-22,Automobile and Auto Components,256873
15-Aug-22,,
15-Aug-22,,
15-Aug-22,Information Technology,539161
15-Aug-22,,"AUC as on August 15, 2022"
15-Aug-22,Construction Materials,73835
31-Aug-22,Healthcare,219816
31-Aug-22,,"AUC as on August 31, 2022"
31-Aug-22,Automobile and Auto Components,265918
31-Aug-22,Capital Goods,117775
31-Aug-22,Chemicals,107663
31-Aug-22,Construction,64691
31-Aug-22,Construction Materials,75929
31-Aug-22,Consumer Durables,179276
31-Aug-22,Consumer Services,116387
31-Aug-22,Diversified,1658
31-Aug-22,Fast Moving Consumer Goods,317335
31-Aug-22,Financial Services,1519470
31-Aug-22,Forest Materials,1666
31-Aug-22,,
31-Aug-22,,
31-Aug-22,"Media, Entertainment & Publication",22254
31-Aug-22,Metals & Mining,150326
31-Aug-22,"Oil, Gas & Consumable Fuels",572737
31-Aug-22,Power,263278
31-Aug-22,Realty,59419
31-Aug-22,Services,79154
31-Aug-22,Telecommunication,115523
31-Aug-22,Textiles,21706
31-Aug-22,Utilities,393
31-Aug-22,Sovereign,0
31-Aug-22,Others,10187
31-Aug-22,Grand Total,4794095
31-Aug-22,Information Technology,511536
15-Sep-22,Grand Total,4851755
15-Sep-22,,"AUC as on September 15, 2022"
15-Sep-22,Utilities,414
15-Sep-22,Sovereign,0
15-Sep-22,,
15-Sep-22,,
15-Sep-22,Automobile and Auto Components,272961
15-Sep-22,Capital Goods,116994
15-Sep-22,Chemicals,111864
15-Sep-22,Construction,66317
15-Sep-22,Construction Materials,83037
15-Sep-22,Consumer Durables,181028
15-Sep-22,Consumer Services,121602
15-Sep-22,Diversified,1680
15-Sep-22,Fast Moving Consumer Goods,319797
15-Sep-22,Others,11983
15-Sep-22,Forest Materials,1758
15-Sep-22,Financial Services,1549879
15-Sep-22,Telecommunication,124057
15-Sep-22,Services,85936
15-Sep-22,Realty,59695
15-Sep-22,Power,266904
15-Sep-22,Textiles,21421
15-Sep-22,Metals & Mining,161649
15-Sep-22,"Media, Entertainment & Publication",23545
15-Sep-22,Information Technology,493146
15-Sep-22,Healthcare,222421
15-Sep-22,"Oil, Gas & Consumable Fuels",553669
30-Sep-22,"Media, Entertainment & Publication",21646
30-Sep-22,Metals & Mining,147022
30-Sep-22,"Oil, Gas & Consumable Fuels",514343
30-Sep-22,Power,234233
30-Sep-22,Services,77695
30-Sep-22,Telecommunication,126434
30-Sep-22,Textiles,21441
30-Sep-22,Utilities,360
30-Sep-22,Information Technology,475769
30-Sep-22,Sovereign,0
30-Sep-22,Realty,53138
30-Sep-22,Healthcare,225618
30-Sep-22,Consumer Durables,177295
30-Sep-22,Financial Services,1459322
30-Sep-22,Fast Moving Consumer Goods,323204
30-Sep-22,Diversified,1704
30-Sep-22,Consumer Services,119028
30-Sep-22,Construction Materials,76470
30-Sep-22,Construction,62874
30-Sep-22,Chemicals,102551
30-Sep-22,Capital Goods,119411
30-Sep-22,Automobile and Auto Components,259928
30-Sep-22,,
30-Sep-22,,"AUC as on September 30, 2022"
30-Sep-22,Forest Materials,1639
30-Sep-22,,
30-Sep-22,Grand Total,4612296
30-Sep-22,Others,11168
15-Oct-22,,"AUC as on October 15, 2022"
15-Oct-22,,
15-Oct-22,,
15-Oct-22,Automobile and Auto Components,253196
15-Oct-22,Capital Goods,119747
15-Oct-22,Chemicals,102842
15-Oct-22,Construction,65286
15-Oct-22,Construction Materials,74680
15-Oct-22,Consumer Durables,172116
15-Oct-22,Grand Total,4583941
15-Oct-22,Others,11053
15-Oct-22,Sovereign,0
